"id","word_count","total_attchments","total_images","total_videos","role","time_of_day","total_mentions","total_likes"
225713,1,0,0,0,"admin","morning",0,0
225712,1,0,0,0,"admin","morning",0,1
225711,1,0,0,0,"admin","morning",0,0
225709,1,0,0,0,"admin","morning",0,0
225708,1,0,0,0,"admin","morning",0,1
225707,1,0,0,0,"admin","morning",0,1
225705,1,0,0,0,"admin","afternoon",0,0
225704,1,0,0,0,"admin","afternoon",0,0
225703,1,0,0,0,"admin","afternoon",0,0
225702,2,0,0,0,"admin","afternoon",0,0
225701,1,0,0,0,"admin","afternoon",0,0
225699,1,0,0,0,"admin","morning",0,1
225697,1,0,0,0,"admin","morning",0,3
225696,2,0,0,0,"admin","morning",0,0
225695,1,0,0,0,"admin","morning",0,0
225694,2,0,0,0,"admin","morning",0,0
225693,1,0,0,0,"admin","morning",0,0
225692,2,0,0,0,"admin","morning",0,0
225686,3,0,0,0,"admin","afternoon",0,0
225685,1,0,0,0,"admin","afternoon",0,0
225372,1,0,0,0,"enterprise_admin","afternoon",0,0
225369,109,0,0,0,"admin","afternoon",0,0
225368,1,0,0,0,"16485149cd0dc158","morning",0,0
225367,1,0,1,0,"16485149cd0dc158","morning",0,0
225366,1,0,0,0,"16485149cd0dc158","morning",0,0
225364,1,0,0,0,"16485149cd0dc158","morning",0,0
225363,1,0,0,0,"16485149cd0dc158","morning",0,1
225362,2,0,0,0,"16485149cd0dc158","morning",0,0
225358,2,0,0,0,"09c0050c1b0dcf50","morning",0,0
225356,26,0,0,0,"admin","afternoon",0,1
225355,4,0,0,0,"admin","afternoon",0,0
225353,80,0,0,0,"admin","afternoon",0,0
225351,28,0,0,0,"admin","afternoon",0,0
225345,1,0,0,0,"admin","morning",0,0
225343,17,0,0,0,"admin","morning",0,0
225330,1,0,0,0,"admin","morning",0,0
225320,3,0,0,1,"34feb5585e081d04","morning",0,0
225319,7,0,0,0,"enterprise_admin","morning",0,0
225318,2,0,0,0,"admin","morning",0,0
225308,7,0,0,0,"2b230ca2230dc39c","morning",0,0
225303,13,0,0,0,"admin","morning",0,1
225302,1,0,0,0,"admin","evening",0,1
225301,1,0,0,0,"admin","evening",0,2
225297,3,0,0,1,"admin","afternoon",0,1
225296,36,0,0,0,"2b230ca2230dc39c","morning",0,0
225294,1,0,0,0,"2b230ca2230dc39c","morning",0,0
225293,1618,0,0,0,"admin","morning",0,0
225291,36,0,0,0,"2b230ca2230dc39c","afternoon",0,0
225289,2,0,0,0,"admin","afternoon",0,0
225287,2,0,0,0,"admin","afternoon",0,0
225286,2,1,0,0,"25975f8b830814a0","afternoon",0,0
225283,2,0,0,0,"admin","afternoon",0,0
225282,3,0,0,0,"admin","afternoon",0,0
225280,2,2,2,3,"admin","afternoon",0,0
225279,1,0,0,0,"admin","afternoon",0,0
225277,1,0,0,0,"admin","afternoon",0,0
225276,2,0,0,0,"admin","morning",0,0
225275,2,0,0,0,"admin","morning",0,0
225274,5,0,0,0,"admin","morning",0,0
225273,1,0,0,0,"admin","morning",0,0
225272,3,0,0,0,"admin","afternoon",0,0
225271,7,0,0,0,"25975f8b830814a0","afternoon",0,0
225260,8,0,0,0,"enterprise_admin","afternoon",0,0
225259,3,1,0,0,"enterprise_admin","afternoon",0,0
225258,9,0,0,0,"enterprise_admin","afternoon",0,0
225257,9,0,0,0,"enterprise_admin","afternoon",0,0
225255,4,0,1,0,"admin","afternoon",0,0
225254,3,0,0,0,"admin","afternoon",0,0
225253,16,0,0,0,"enterprise_admin","afternoon",0,0
225252,17,0,1,0,"admin","afternoon",0,0
225251,17,0,0,0,"admin","afternoon",0,0
225250,10,0,0,0,"admin","afternoon",0,0
225246,11,0,0,0,"admin","afternoon",0,0
225245,6,1,1,0,"enterprise_admin","afternoon",0,0
225244,10,0,0,0,"admin","afternoon",0,0
225241,17,0,0,0,"admin","afternoon",0,0
225240,5,0,0,0,"admin","morning",0,0
225237,27,0,0,0,"enterprise_admin","morning",0,0
225236,5,0,0,0,"enterprise_admin","morning",0,0
225235,5,0,0,0,"enterprise_admin","morning",0,0
225228,1,0,0,0,"enterprise_admin","afternoon",0,0
225225,1,0,0,0,"enterprise_admin","afternoon",0,0
225222,1,0,0,1,"admin","afternoon",0,0
225218,2,0,0,0,"admin","afternoon",0,0
225214,1,0,0,0,"enterprise_admin","afternoon",0,0
225211,1,0,0,0,"enterprise_admin","afternoon",0,0
225210,6,0,0,0,"enterprise_admin","morning",0,1
225203,3,0,0,0,"admin","afternoon",0,0
225202,1,0,0,0,"admin","afternoon",0,0
225201,3,0,0,0,"admin","afternoon",0,0
225198,2,0,0,1,"admin","morning",0,0
225197,1,0,0,0,"enterprise_admin","morning",0,0
225190,1,0,0,0,"admin","morning",0,0
225189,16,0,0,0,"admin","afternoon",0,0
225188,7,0,0,0,"admin","morning",0,0
225186,13,0,0,0,"admin","afternoon",0,0
225178,2,0,0,0,"admin","afternoon",0,0
225177,4,0,0,0,"admin","afternoon",0,0
225176,9,0,0,0,"admin","afternoon",0,0
225175,25,0,0,0,"admin","afternoon",0,0
225174,2,0,0,0,"admin","afternoon",0,0
225173,23,0,0,0,"admin","afternoon",0,0
225172,7,0,0,0,"admin","afternoon",0,0
225170,15,0,0,0,"admin","afternoon",0,0
225169,16,0,0,0,"admin","afternoon",0,0
225151,1,0,0,0,"enterprise_admin","afternoon",0,0
225150,39,0,0,0,"enterprise_admin","afternoon",0,0
225149,3,0,0,0,"admin","morning",0,0
225148,4,0,0,0,"admin","morning",0,0
225146,7,0,0,0,"admin","morning",0,0
225145,9,0,0,0,"admin","morning",0,0
225144,36,0,0,0,"enterprise_admin","morning",0,0
225143,1,0,0,0,"admin","morning",0,0
225142,16,0,0,0,"admin","morning",0,0
225141,22,0,0,0,"25975f8b830814a0","morning",0,0
225140,22,0,0,0,"25975f8b830814a0","morning",1,0
225139,23,0,0,0,"25975f8b830814a0","morning",2,0
225129,7,0,0,0,"admin","morning",0,0
225128,9,0,0,0,"admin","morning",0,0
225127,9,0,0,0,"admin","morning",0,0
225124,6,0,0,0,"admin","evening",0,0
225118,1,0,0,0,"admin","morning",0,0
225117,2,0,0,0,"admin","morning",0,0
225109,1,0,0,0,"enterprise_admin","morning",0,0
225105,25,0,0,0,"admin","morning",0,0
225104,25,0,0,0,"admin","evening",0,0
225102,10,1,0,0,"enterprise_admin","afternoon",0,0
225057,6,0,0,0,"enterprise_admin","morning",0,0
225056,1,0,0,0,"enterprise_admin","morning",0,0
225055,23,0,0,0,"admin","afternoon",0,0
225045,1,0,0,0,"2b230ca2230dc39c","afternoon",0,0
225044,2,1,1,0,"enterprise_admin","afternoon",0,1
224705,7,0,0,0,"admin","morning",0,0
224554,23,0,0,0,"admin","afternoon",0,0
224553,25,0,0,0,"admin","afternoon",0,0
224243,1,0,0,0,"enterprise_admin","morning",0,0
224231,1,1,0,0,"enterprise_admin","afternoon",0,0
224199,1,0,0,0,"enterprise_admin","morning",0,0
224196,1,0,0,0,"enterprise_admin","morning",0,0
224195,1,0,0,0,"enterprise_admin","morning",0,0
224194,1,0,0,0,"enterprise_admin","morning",0,0
224069,82,0,0,0,"admin","morning",0,0
224068,4,0,0,0,"admin","morning",0,0
224067,23,0,0,0,"admin","morning",0,0
224020,3,0,0,0,"52b06203aa0dc338","afternoon",0,2
223947,8,0,0,0,"enterprise_admin","afternoon",0,0
223942,2,0,0,0,"admin","morning",0,2
223922,1,0,0,0,"enterprise_admin","morning",0,0
223909,1,0,0,0,"enterprise_admin","afternoon",0,0
223908,12,0,1,0,"enterprise_admin","afternoon",0,0
223906,3,0,0,1,"admin","morning",0,0
223901,4,1,0,0,"enterprise_admin","morning",0,0
223900,1,0,0,0,"enterprise_admin","morning",0,0
223897,1,0,0,0,"enterprise_admin","afternoon",0,0
223896,1,0,0,0,"enterprise_admin","afternoon",0,0
223895,1,0,0,0,"enterprise_admin","afternoon",0,0
223894,1,0,0,0,"enterprise_admin","afternoon",0,0
223893,1,0,0,0,"enterprise_admin","afternoon",0,0
223892,1,0,0,0,"enterprise_admin","afternoon",0,1
223891,1,0,0,0,"enterprise_admin","afternoon",0,0
223890,1,0,0,0,"enterprise_admin","afternoon",0,0
223889,1,0,0,0,"enterprise_admin","afternoon",0,0
223888,1,0,0,0,"enterprise_admin","afternoon",0,0
223887,1,0,0,0,"enterprise_admin","afternoon",0,0
223885,2,0,0,0,"admin","afternoon",0,0
223884,1,0,0,0,"admin","morning",0,0
223883,3,0,0,1,"enterprise_admin","morning",0,0
223880,6,0,0,0,"enterprise_admin","morning",0,0
223878,9,2,0,0,"admin","evening",0,0
223872,564,0,0,0,"enterprise_admin","afternoon",0,0
223868,1,0,0,1,"52b06203aa0dc338","afternoon",0,0
223865,1,0,0,0,"enterprise_admin","morning",0,0
223862,8,0,0,0,"admin","afternoon",0,0
223861,9,0,0,0,"52b06203aa0dc338","afternoon",0,0
223855,1,0,0,0,"enterprise_admin","afternoon",0,0
223854,1,0,0,0,"enterprise_admin","afternoon",0,0
223853,3,0,0,1,"enterprise_admin","afternoon",0,0
223846,1,0,0,1,"enterprise_admin","afternoon",0,0
223837,3,0,0,1,"enterprise_admin","morning",0,0
223836,3,0,0,1,"enterprise_admin","morning",0,0
223833,1,0,0,0,"enterprise_admin","morning",0,0
223832,1,0,0,0,"enterprise_admin","morning",0,0
223831,1,0,0,0,"enterprise_admin","morning",0,0
223829,1,1,0,0,"enterprise_admin","morning",0,0
223827,1,1,0,0,"admin","morning",0,0
223823,1,0,0,1,"enterprise_admin","morning",0,0
223817,1,0,0,0,"admin","morning",0,0
223816,1,0,0,0,"admin","morning",0,0
223811,1,0,0,0,"admin","morning",0,0
223809,1,0,0,1,"enterprise_admin","morning",0,0
223807,3,0,0,1,"enterprise_admin","morning",0,0
223805,1,0,0,1,"enterprise_admin","morning",0,0
223802,2,0,0,1,"enterprise_admin","morning",0,0
223796,7,2,0,3,"admin","morning",0,0
223794,2,0,0,1,"enterprise_admin","afternoon",0,0
223792,2,0,0,1,"enterprise_admin","afternoon",0,0
223790,2,0,0,1,"enterprise_admin","afternoon",0,0
223788,1,0,0,0,"enterprise_admin","afternoon",0,0
223770,1,0,4,0,"enterprise_admin","afternoon",0,0
223765,1,0,4,0,"enterprise_admin","afternoon",0,0
223755,5,0,0,0,"enterprise_admin","afternoon",0,0
223737,1,1,0,0,"enterprise_admin","afternoon",0,0
223597,1,1,0,0,"enterprise_admin","afternoon",0,0
223537,1,4,0,0,"enterprise_admin","afternoon",0,0
223107,1,0,0,0,"admin","morning",0,0
223106,1,0,0,0,"admin","evening",0,0
223105,1,0,0,0,"admin","morning",0,0
223104,1,0,0,0,"admin","morning",0,0
223103,1,0,0,0,"admin","morning",0,0
223102,1,0,0,0,"admin","morning",0,0
223101,1,0,0,0,"admin","morning",0,0
223100,1,0,0,0,"admin","morning",0,0
223093,8,0,0,0,"admin","morning",1,0
222937,26,0,1,0,"admin","morning",0,0
222916,58,19,0,0,"admin","morning",0,0
222796,3,0,0,0,"enterprise_admin","afternoon",0,0
222793,1,0,0,0,"enterprise_admin","afternoon",0,0
222792,1,0,0,0,"enterprise_admin","afternoon",0,0
222791,1,0,0,0,"enterprise_admin","afternoon",0,0
222787,7,0,0,0,"25975f8b830814a0","afternoon",0,0
222785,5,0,0,0,"enterprise_admin","afternoon",0,0
222781,2,0,0,0,"admin","morning",0,0
222778,3,0,0,1,"admin","morning",0,1
222775,1,0,0,1,"admin","morning",0,1
222658,6,0,0,0,"enterprise_admin","morning",0,1
222536,26,0,13,0,"enterprise_admin","afternoon",0,0
222535,1,0,0,0,"enterprise_admin","afternoon",0,0
222534,1,0,0,0,"enterprise_admin","afternoon",0,0
222531,2,0,0,0,"enterprise_admin","afternoon",0,0
222530,1,0,0,0,"enterprise_admin","afternoon",0,0
222529,1,0,0,0,"enterprise_admin","afternoon",0,0
222528,2,0,0,0,"enterprise_admin","afternoon",0,0
222524,3,0,0,0,"enterprise_admin","afternoon",0,0
222523,2,0,0,0,"enterprise_admin","afternoon",0,0
222479,2,0,0,0,"52b06203aa0dc338","morning",0,0
222478,5,0,0,0,"admin","morning",0,0
222475,4,0,0,0,"admin","morning",0,1
222474,4,1,0,0,"enterprise_admin","morning",0,0
222408,1,0,0,0,"enterprise_admin","morning",0,0
222393,8,0,0,0,"admin","morning",0,0
222349,152,0,0,0,"enterprise_admin","morning",0,0
222321,4,0,0,1,"25975f8b830814a0","afternoon",0,0
222311,1,0,0,1,"enterprise_admin","afternoon",0,0
222302,1,0,0,0,"admin","afternoon",0,1
222291,1,0,0,0,"admin","afternoon",0,0
222284,3,0,0,1,"enterprise_admin","afternoon",0,0
222278,1,0,0,0,"admin","afternoon",0,0
222277,8,0,0,0,"admin","afternoon",0,0
222266,2,0,0,0,"admin","afternoon",0,0
222263,1,0,0,1,"admin","afternoon",0,0
222243,1,0,0,1,"admin","morning",0,0
222239,2,0,0,1,"admin","morning",0,0
222237,7,0,0,1,"admin","morning",0,0
222235,1,0,0,1,"admin","morning",0,0
222234,1,0,0,0,"25975f8b830814a0","morning",0,0
222233,1,0,0,0,"25975f8b830814a0","morning",0,0
222232,1,0,0,0,"25975f8b830814a0","morning",0,0
221925,107,100,0,0,"admin","morning",0,0
221923,3,0,0,1,"admin","afternoon",0,0
221921,1,0,0,1,"admin","afternoon",0,0
221908,1,0,0,0,"enterprise_admin","afternoon",0,0
221906,3,0,0,1,"enterprise_admin","afternoon",0,0
221777,10,0,0,0,"enterprise_admin","morning",0,0
221776,1,0,0,0,"enterprise_admin","morning",0,0
221761,5,0,0,0,"admin","morning",1,0
221745,5,1,0,0,"admin","afternoon",0,0
221744,5,1,0,0,"admin","afternoon",0,0
221741,13,0,0,0,"admin","afternoon",0,0
221740,9,0,0,0,"admin","afternoon",0,1
221731,5,0,0,0,"enterprise_admin","afternoon",0,0
221729,117,0,0,1,"enterprise_admin","afternoon",0,0
221710,1,0,2,0,"enterprise_admin","morning",0,0
221661,1,0,0,0,"admin","afternoon",0,0
221657,1,0,0,0,"admin","afternoon",0,0
221656,1,0,0,0,"admin","afternoon",0,0
221633,1,1,2,0,"enterprise_admin","morning",0,0
221630,1,0,0,0,"admin","afternoon",0,1
221625,79,0,0,0,"enterprise_admin","afternoon",0,0
221604,5,0,0,2,"enterprise_admin","afternoon",0,0
221603,5,0,0,0,"admin","afternoon",0,2
221570,5,0,0,1,"enterprise_admin","afternoon",0,0
221569,1,0,0,1,"enterprise_admin","afternoon",0,0
221559,1,0,0,1,"admin","afternoon",0,0
221531,1,0,0,0,"admin","evening",0,0
221530,1,0,0,0,"admin","evening",0,1
221516,14,0,0,0,"admin","afternoon",2,0
221515,12,0,0,0,"admin","afternoon",2,0
221514,7,0,0,0,"admin","afternoon",1,0
221513,4,0,0,0,"admin","afternoon",0,0
221507,6,0,0,0,"admin","afternoon",7,0
221485,1,0,0,0,"enterprise_admin","morning",0,0
221484,3,0,0,0,"admin","morning",0,1
221483,6,0,0,0,"admin","morning",0,0
221462,3,0,0,0,"admin","afternoon",0,0
221450,3,0,0,0,"admin","morning",0,0
221449,7,0,0,0,"admin","morning",0,0
221440,3,0,1,0,"admin","morning",0,1
221438,2,0,0,1,"admin","morning",0,0
221393,2,0,1,0,"admin","morning",0,2
221390,3,0,0,1,"admin","morning",0,0
221387,48,0,0,0,"enterprise_admin","morning",0,0
221374,7,0,0,0,"admin","morning",0,1
221373,2,0,0,0,"admin","morning",0,1
221369,2,0,0,0,"admin","afternoon",0,1
221366,7,0,0,0,"admin","afternoon",0,0
221365,2,0,0,0,"admin","morning",0,1
221362,8,0,0,0,"admin","morning",2,0
221357,117,0,0,1,"enterprise_admin","afternoon",0,0
221309,117,0,0,1,"enterprise_admin","afternoon",0,0
221307,7,0,0,1,"enterprise_admin","afternoon",0,0
221296,7,0,0,1,"enterprise_admin","afternoon",0,0
221290,1,0,0,1,"enterprise_admin","afternoon",0,1
221288,2,0,0,1,"admin","afternoon",0,0
221271,1,0,0,0,"admin","morning",0,0
221254,2,0,0,1,"25975f8b830814a0","afternoon",0,0
221252,5,0,0,1,"25975f8b830814a0","afternoon",0,0
221242,4,0,0,1,"25975f8b830814a0","afternoon",0,0
221237,6,0,0,0,"25975f8b830814a0","afternoon",0,0
221219,236,1,0,0,"admin","afternoon",0,0
221217,1,0,1,0,"enterprise_admin","afternoon",0,0
221212,2,0,0,0,"admin","morning",0,1
221211,1,0,0,0,"admin","morning",0,1
221208,1,0,0,1,"admin","morning",0,1
221190,1,0,0,1,"admin","afternoon",0,0
221189,1,0,0,0,"admin","afternoon",0,0
221186,1,0,0,0,"admin","afternoon",0,0
221184,1,0,0,0,"25975f8b830814a0","afternoon",0,0
221181,1,0,0,0,"25975f8b830814a0","afternoon",0,0
221178,2,0,0,0,"admin","afternoon",0,0
221168,4,0,0,0,"enterprise_admin","afternoon",0,0
221152,4,0,0,0,"enterprise_admin","afternoon",0,0
221148,2,0,0,0,"enterprise_admin","afternoon",0,0
221086,9,0,0,0,"enterprise_admin","afternoon",0,1
221079,1,0,0,0,"admin","morning",0,1
221067,2,0,0,0,"enterprise_admin","afternoon",0,2
221059,1,0,0,0,"enterprise_admin","afternoon",0,2
221057,1,0,0,0,"enterprise_admin","afternoon",0,0
221038,1,0,0,0,"enterprise_admin","morning",0,1
221030,1,0,0,0,"admin","morning",0,1
221029,1,0,0,0,"admin","morning",0,0
221028,1,0,0,0,"admin","morning",0,0
221019,1,0,0,0,"admin","morning",0,0
221013,1,0,0,0,"admin","morning",0,1
221008,1,0,0,0,"enterprise_admin","morning",0,0
221003,1,0,0,0,"admin","evening",0,0
220997,1,0,0,0,"admin","afternoon",0,1
220996,1,0,0,0,"admin","afternoon",0,0
220995,1,0,0,0,"admin","afternoon",0,0
220994,1,0,0,0,"admin","afternoon",0,0
220993,1,0,0,0,"admin","afternoon",0,0
220992,1,0,0,0,"admin","afternoon",0,0
220991,1,0,0,0,"admin","afternoon",0,0
220990,1,0,0,0,"admin","afternoon",0,0
220979,1,0,0,0,"admin","afternoon",0,0
220978,1,0,0,0,"admin","afternoon",0,0
220975,1,0,0,0,"admin","afternoon",0,0
220974,1,0,0,0,"admin","afternoon",0,0
220965,5,0,0,0,"admin","afternoon",0,0
220964,1,0,0,0,"admin","afternoon",0,0
220963,1,0,0,0,"admin","afternoon",0,0
220962,3,0,0,0,"admin","afternoon",0,0
220961,1,0,0,0,"admin","afternoon",0,0
220960,2,0,0,0,"admin","afternoon",0,0
220959,1,0,0,0,"admin","afternoon",0,0
220956,8,0,0,0,"admin","afternoon",0,0
220955,6,0,0,0,"admin","afternoon",0,0
220954,11,1,0,0,"admin","afternoon",0,2
220953,11,1,0,0,"admin","afternoon",0,0
220949,3,0,0,0,"enterprise_admin","morning",0,2
220942,1,0,0,0,"admin","morning",0,0
220941,1,0,0,0,"admin","morning",0,0
220940,1,0,0,0,"admin","morning",0,0
220939,1,0,0,0,"admin","morning",0,0
220938,1,0,0,0,"admin","morning",0,0
220937,3,0,0,0,"admin","morning",0,0
220936,2,0,0,0,"admin","morning",0,0
220919,1,0,0,0,"admin","morning",0,0
220914,1,0,0,0,"admin","morning",0,0
220910,1,0,0,0,"admin","morning",0,0
220909,1,0,0,0,"admin","morning",0,0
220908,1,0,0,0,"admin","morning",0,0
220902,2,0,0,0,"admin","morning",0,0
220901,1,0,0,0,"admin","morning",0,0
220900,7,0,0,0,"admin","morning",0,0
220895,4,0,0,0,"enterprise_admin","evening",0,2
220894,2,0,0,0,"admin","afternoon",0,0
220893,1,0,0,0,"admin","afternoon",0,0
220892,1,0,0,0,"admin","afternoon",0,0
220891,1,0,0,0,"admin","afternoon",0,0
220889,1,0,0,0,"enterprise_admin","morning",0,0
220888,1,0,0,0,"enterprise_admin","morning",0,0
220884,1,0,0,0,"admin","morning",0,0
220881,4,0,0,0,"admin","morning",0,0
220880,1,0,0,0,"admin","morning",0,0
220879,1,0,0,0,"admin","evening",0,0
220868,1,0,0,0,"enterprise_admin","afternoon",0,0
220864,1,0,0,0,"enterprise_admin","afternoon",0,0
220863,3,0,0,0,"enterprise_admin","afternoon",0,1
220862,2,0,0,0,"admin","afternoon",0,0
220860,1,0,0,0,"enterprise_admin","afternoon",0,0
220856,3,0,0,0,"enterprise_admin","afternoon",0,1
220854,1,0,0,0,"enterprise_admin","afternoon",0,0
220853,2,0,0,0,"enterprise_admin","afternoon",0,0
220852,1,0,0,0,"enterprise_admin","afternoon",0,0
220850,1,0,0,0,"admin","afternoon",0,0
220849,1,0,0,0,"enterprise_admin","afternoon",0,0
220848,2,0,0,0,"admin","afternoon",0,0
220846,1,0,0,0,"admin","afternoon",0,0
220845,1,0,0,0,"admin","afternoon",0,0
220844,2,0,0,0,"admin","afternoon",0,0
220843,1,0,0,0,"admin","afternoon",0,0
220842,1,0,0,0,"admin","afternoon",0,0
220841,1,0,0,0,"admin","afternoon",0,0
220840,1,0,1,0,"34feb5585e081d04","afternoon",0,0
220838,3,0,0,0,"admin","afternoon",0,0
220837,1,0,0,0,"admin","afternoon",0,0
220836,2,0,0,0,"enterprise_admin","afternoon",0,0
220835,1,0,0,0,"admin","afternoon",0,0
220834,5,0,0,0,"enterprise_admin","afternoon",0,0
220833,1,0,0,0,"admin","afternoon",0,0
220831,2,0,0,0,"enterprise_admin","afternoon",0,0
220830,1,0,0,0,"enterprise_admin","afternoon",0,0
220829,1,0,0,0,"enterprise_admin","afternoon",0,0
220828,1,0,0,0,"admin","afternoon",0,0
220827,1,0,0,0,"admin","afternoon",0,0
220825,22,0,0,0,"admin","afternoon",0,0
220823,1,0,0,0,"admin","afternoon",0,0
220820,1,0,0,0,"admin","afternoon",0,0
220819,2,0,0,0,"admin","afternoon",0,0
220818,1,0,0,0,"admin","afternoon",0,0
220813,2,0,0,0,"admin","afternoon",0,0
220812,1,0,0,0,"admin","afternoon",0,0
220811,4,0,0,0,"admin","afternoon",0,0
220810,4,0,0,0,"admin","afternoon",0,0
220802,2,0,0,0,"enterprise_admin","morning",0,0
220791,28,0,0,0,"admin","morning",0,0
220787,2,0,0,0,"enterprise_admin","afternoon",0,0
220786,22,0,0,0,"admin","afternoon",0,0
220776,11,0,0,0,"admin","morning",0,0
220775,13,0,0,0,"admin","morning",0,0
220774,66,0,0,0,"admin","morning",1,0
220771,8,0,1,0,"admin","afternoon",0,0
220769,5,0,1,0,"admin","afternoon",0,0
220767,4,0,0,0,"enterprise_admin","afternoon",0,0
220756,1,0,0,0,"enterprise_admin","morning",0,0
220754,4,0,0,0,"enterprise_admin","morning",0,0
220753,4,0,0,0,"enterprise_admin","morning",0,0
220752,5,0,0,0,"enterprise_admin","morning",0,0
220749,5,0,0,0,"enterprise_admin","morning",0,0
220748,4,0,0,0,"enterprise_admin","morning",0,0
